"sample","scenario","seed","raw_column","raw_name","class_id","representative","representative_name"
"real_data","canonical",20260808,1,"hh_size",16,TRUE,"hh_size"
"real_data","canonical",20260808,2,"female_head",2,TRUE,"female_head"
"real_data","canonical",20260808,3,"has_children",9,TRUE,"has_children"
"real_data","canonical",20260808,4,"child_in_school",11,TRUE,"child_in_school"
"real_data","canonical",20260808,5,"child_under_3",12,TRUE,"child_under_3"
"real_data","canonical",20260808,6,"child_under_6",10,TRUE,"child_under_6"
"real_data","canonical",20260808,7,"widow",8,TRUE,"widow"
"real_data","canonical",20260808,8,"elder",7,TRUE,"elder"
"real_data","canonical",20260808,9,"employed",1,TRUE,"employed"
"real_data","canonical",20260808,10,"self_employed",4,TRUE,"self_employed"
"real_data","canonical",20260808,11,"livestock",5,TRUE,"livestock"
"real_data","canonical",20260808,12,"owns_land",14,TRUE,"owns_land"
"real_data","canonical",20260808,13,"owns_quarter_acre",13,TRUE,"owns_quarter_acre"
"real_data","canonical",20260808,14,"owns_radio_tv",6,TRUE,"owns_radio_tv"
"real_data","canonical",20260808,15,"meals",15,TRUE,"meals"
"real_data","canonical",20260808,16,"protein_meals",3,TRUE,"protein_meals"
"real_data","administrative_aliases",20260808,1,"hh_size",16,TRUE,"hh_size"
"real_data","administrative_aliases",20260808,2,"female_head",2,TRUE,"female_head"
"real_data","administrative_aliases",20260808,3,"has_children",9,TRUE,"has_children"
"real_data","administrative_aliases",20260808,4,"child_in_school",11,TRUE,"child_in_school"
"real_data","administrative_aliases",20260808,5,"child_under_3",12,TRUE,"child_under_3"
"real_data","administrative_aliases",20260808,6,"child_under_6",10,TRUE,"child_under_6"
"real_data","administrative_aliases",20260808,7,"widow",8,TRUE,"widow"
"real_data","administrative_aliases",20260808,8,"elder",7,TRUE,"elder"
"real_data","administrative_aliases",20260808,9,"employed",1,TRUE,"employed"
"real_data","administrative_aliases",20260808,10,"self_employed",4,TRUE,"self_employed"
"real_data","administrative_aliases",20260808,11,"livestock",5,TRUE,"livestock"
"real_data","administrative_aliases",20260808,12,"owns_land",14,TRUE,"owns_land"
"real_data","administrative_aliases",20260808,13,"owns_quarter_acre",13,TRUE,"owns_quarter_acre"
"real_data","administrative_aliases",20260808,14,"owns_radio_tv",6,TRUE,"owns_radio_tv"
"real_data","administrative_aliases",20260808,15,"meals",15,TRUE,"meals"
"real_data","administrative_aliases",20260808,16,"protein_meals",3,TRUE,"protein_meals"
"real_data","administrative_aliases",20260808,17,"hh_size__admin_alias",16,FALSE,"hh_size"
"real_data","administrative_aliases",20260808,18,"employed__admin_alias",1,FALSE,"employed"
"real_data","administrative_aliases",20260808,19,"owns_land__admin_alias",14,FALSE,"owns_land"
"real_data","administrative_aliases",20260808,20,"owns_radio_tv__admin_alias",6,FALSE,"owns_radio_tv"
"real_data","unit_recodings",20260808,1,"hh_size",16,TRUE,"hh_size"
"real_data","unit_recodings",20260808,2,"female_head",2,TRUE,"female_head"
